blank,active,,filtered_blank,filtered_active,,6s_average_time,6s_average_value
-1.45914,9.32019,,-1.460458324,9.301836028,,,
-1.46039,9.31497,,-1.460457449,9.302004143,,,
-1.46121,9.30911,,-1.460467082,9.302095098,,,
-1.46185,9.30526,,-1.460484783,9.302135609,,,
-1.4646,9.30355,,-1.460537458,9.302153713,,,
-1.46664,9.30618,,-1.460615571,9.30220525,,,
-1.46649,9.3095,,-1.460690763,9.302298622,,,
-1.46521,9.31234,,-1.46074861,9.302427152,,,
-1.46466,9.3139,,-1.460798675,9.302574005,,,
-1.46146,9.31366,,-1.46080714,9.302715905,,,
-1.45755,9.31277,,-1.460765449,9.302844598,,,
-1.45551,9.31292,,-1.460698179,9.302973563,,,
-1.45395,9.31042,,-1.460611803,9.303068877,,,
-1.45169,9.30609,,-1.460497603,9.303107548,,,
-1.45126,9.30264,,-1.460379362,9.303101563,,,
-1.45258,9.29904,,-1.46027953,9.303049575,,,
-1.45367,9.29657,,-1.460194928,9.302966636,,,
-1.45505,9.2962,,-1.460129073,9.302880024,,,
-1.45825,9.2955,,-1.460105021,9.302785559,,,
-1.46079,9.29397,,-1.460113789,9.30267272,,,
-1.46182,9.29318,,-1.460135628,9.302551213,,,
-1.4632,9.29476,,-1.460174852,9.302451486,,,
-1.46442,9.29824,,-1.46022919,9.302397579,,,
-1.46393,9.30065,,-1.460276561,9.30237521,,,
-1.46298,9.3012,,-1.460311165,9.302360167,,,
-1.46399,9.29998,,-1.460358254,9.302329701,,,
-1.46457,9.29705,,-1.460412164,9.302262121,,,
-1.46448,9.29431,,-1.460464232,9.302160334,,,
-1.46637,9.29437,,-1.460539826,9.302060617,,,
-1.46887,9.29425,,-1.460646452,9.301960641,,,
-1.46909,9.2937,,-1.46075453,9.301854905,,,
-1.46976,9.29513,,-1.4608698,9.301768826,,,
-1.47147,9.29754,,-1.461005482,9.301714697,,,
-1.47226,9.30017,,-1.46114954,9.301694925,,,
-1.47086,9.30279,,-1.461273834,9.301708942,,,
-1.47089,9.30261,,-1.461396921,9.301720476,,,
-1.47104,9.29974,,-1.461520352,9.301695126,,,
-1.46939,9.29708,,-1.461621084,9.301636052,,,
-1.46796,9.29568,,-1.461702222,9.301559815,,,
-1.46713,9.29742,,-1.461771698,9.301506825,,,
-1.46671,9.29815,,-1.461834908,9.301463858,,,
-1.46619,9.29745,,-1.461890653,9.30141248,,,
-1.46808,9.29614,,-1.461969877,9.301344992,,,
-1.47098,9.294,,-1.462085206,9.301250977,,,
-1.47168,9.29254,,-1.46220802,9.301139476,,,
-1.47223,9.29345,,-1.462336301,9.301041051,,,
-1.474,9.29272,,-1.462485596,9.300934541,,,
-1.47324,9.29055,,-1.462623253,9.300801619,,,
-1.47125,9.28997,,-1.462733675,9.300662974,,,
-1.47098,9.29071,,-1.462839228,9.300535576,,,
-1.47098,9.29248,,-1.46294343,9.300432465,,,
-1.4693,9.29501,,-1.463024794,9.300363057,,,
-1.46845,9.29644,,-1.463094237,9.300312842,,,
-1.4689,9.29666,,-1.46316855,9.300266086,,,
-1.46857,9.29718,,-1.463237689,9.300226584,,,
-1.4671,9.2987,,-1.463287127,9.300207044,,,
-1.46765,9.30154,,-1.463342971,9.300224106,,,
-1.46716,9.30212,,-1.463391829,9.300248373,,,
-1.46542,9.30032,,-1.46341779,9.30024929,,,
-1.46454,9.29898,,-1.463432154,9.300233043,,,
-1.46448,9.29702,,-1.463445567,9.300191916,,,
-1.46201,9.29681,,-1.463427191,9.300148628,,,
-1.45908,9.29931,,-1.463371547,9.300137893,,,
-1.4574,9.3009,,-1.463295111,9.300147648,,,
-1.45606,9.3012,,-1.463202502,9.300161118,,,
-1.45453,9.30123,,-1.463091494,9.3001748,,,
-1.45444,9.30072,,-1.462980755,9.300181778,,,
-1.45609,9.30004,,-1.462892553,9.300179964,,,
-1.45673,9.29904,,-1.462813673,9.300165372,,,
-1.45776,9.29574,,-1.462748986,9.300108727,,,
-1.45993,9.29193,,-1.462712903,9.30000404,,,
-1.46069,9.28872,,-1.462687009,9.299859604,,,
-1.45898,9.28726,,-1.46263956,9.299698329,,,
-1.45743,9.2886,,-1.462572877,9.29955627,,,
-1.45621,9.2897,,-1.462491432,9.29943011,,,
-1.45294,9.28894,,-1.462369174,9.299295837,,,
-1.4498,9.28927,,-1.462208289,9.299167506,,,
-1.44904,9.28878,,-1.462039735,9.299034546,,,
-1.44849,9.28952,,-1.461866298,9.29891276,,,
-1.44711,9.29229,,-1.461677417,9.298827988,,,
-1.44885,9.29434,,-1.461513226,9.298770542,,,
-1.45148,9.29626,,-1.461384801,9.298738407,,,
-1.45248,9.30017,,-1.46127082,9.298756732,,,
-1.4538,9.30609,,-1.461175193,9.298850597,,,
-1.45709,9.3139,,-1.461122903,9.29904323,,,
-1.45956,9.32064,,-1.461102898,9.299319668,,,
-1.46036,9.32403,,-1.461093388,9.299635961,,,
-1.46265,9.32403,,-1.461113313,9.299948204,,,
-1.46436,9.32159,,-1.461154871,9.300225219,,,
-1.46393,9.31842,,-1.461190392,9.300458113,,,
-1.4631,9.31665,,-1.461214835,9.300665369,,,
-1.46271,9.31265,,-1.461233973,9.300818772,,,
-1.46075,9.30682,,-1.461227779,9.300895588,,,
-1.45752,9.30267,,-1.461180319,9.3009183,,,
-1.4556,9.29879,,-1.461108891,9.300891058,,,
-1.45413,9.29699,,-1.461019561,9.300841124,,,
-1.45154,9.29766,,-1.460898223,9.300800406,,,
-1.45026,9.29806,,-1.460762053,9.300765329,,,
-1.45078,9.29763,,-1.460634283,9.300725197,,,
-1.45105,9.2973,,-1.460511604,9.300681354,,,
-1.45111,9.29867,,-1.460391264,9.300655609,,,
-1.45319,9.30142,,-1.460299088,9.300665393,,,
-1.45462,9.30358,,-1.460226395,9.3007027,,,
-1.45438,9.30343,,-1.460151561,9.300737609,,,
-1.45453,9.30316,,-1.460079605,9.300768616,,,
-1.45602,9.30227,,-1.460027643,9.300787834,,,
-1.45664,9.30273,,-1.459984281,9.300812693,,,
-1.45599,9.30484,,-1.459933154,9.300864243,,,
-1.4566,9.30426,,-1.45989049,9.300907709,,,
-1.45697,9.30108,,-1.459853107,9.300909914,,,
-1.45523,9.2983,,-1.459793932,9.300876507,,,
-1.45468,9.29559,,-1.459728473,9.30080884,,,
-1.45474,9.2947,,-1.459664621,9.300730647,,,
-1.45383,9.29629,,-1.459589938,9.300673806,,,
-1.45386,9.29727,,-1.459516594,9.300630238,,,
-1.4556,9.29766,,-1.459466462,9.300592219,,,
-1.45709,9.29824,,-1.459436043,9.30056211,,,
-1.45792,9.29956,,-1.459416638,9.300549283,,,
-1.46033,9.30203,,-1.459428329,9.300568236,,,
-1.46353,9.3034,,-1.45948083,9.300604483,,,
-1.46454,9.30206,,-1.459545588,9.300623114,,,
-1.46515,9.30044,,-1.459617324,9.30062077,,,
-1.46625,9.29818,,-1.459702222,9.300589528,,,
-1.46646,9.29653,,-1.459788722,9.300537566,,,
-1.46405,9.29721,,-1.459843266,9.300494973,,,
-1.46274,9.29614,,-1.459880345,9.300439229,,,
-1.46146,9.29394,,-1.459900564,9.300356039,,,
-1.4592,9.29324,,-1.459891597,9.300264954,,,
-1.45734,9.29278,,-1.459858936,9.300169147,,,
-1.45795,9.29397,,-1.459834502,9.300089797,,,
-1.45856,9.29599,,-1.459818188,9.30003732,,,
-1.45795,9.29553,,-1.459794276,9.299979626,,,
-1.45923,9.2933,,-1.459787053,9.299894127,,,
-1.46051,9.29016,,-1.459796307,9.29976953,,,
-1.46027,9.28814,,-1.45980237,9.299620672,,,
-1.45975,9.28854,,-1.4598017,9.29947884,,,
-1.46036,9.28964,,-1.459808846,9.299352903,,,
-1.45953,9.29049,,-1.459805277,9.299239457,,,
-1.45859,9.29269,,-1.459789721,9.299155624,,,
-1.45862,9.294,,-1.459774749,9.299089632,,,
-1.46024,9.29516,,-1.459780704,9.299039333,,,
-1.46005,9.29693,,-1.459784151,9.299012334,,,
-1.46033,9.29138,,-1.459791138,9.29891464,,,
-1.46109,9.2886,,-1.459807763,9.298782612,,,
-1.46002,9.2886,,-1.45981048,9.298652275,,,
-1.45746,9.29083,,-1.459780394,9.29855215,,,
-1.45618,9.29553,,-1.459734309,9.298513466,,,
-1.45468,9.29977,,-1.459669613,9.29852955,,,
-1.45169,9.30316,,-1.459567474,9.29858882,,,
-1.44959,9.30545,,-1.459439763,9.298676643,,,
-1.45007,9.30722,,-1.45931983,9.298785998,,,
-1.44959,9.30984,,-1.459195288,9.298927489,,,
-1.45013,9.30978,,-1.459079252,9.299066401,,,
-1.45282,9.30777,,-1.458999134,9.299177807,,,
-1.45502,9.30679,,-1.458948201,9.299275243,,,
-1.45508,9.3059,,-1.458898688,9.29936004,,,
-1.4559,9.30658,,-1.458860305,9.299452456,,,
-1.45667,9.31018,,-1.458832269,9.299589768,,,
-1.45587,9.31204,,-1.458794352,9.299749131,,,
-1.45471,9.31167,,-1.458742072,9.299901718,,,
-1.45462,9.31118,,-1.45868931,9.30004608,,,
-1.45514,9.30978,,-1.458643878,9.300170674,,,
-1.45477,9.30838,,-1.458594293,9.300275754,,,
-1.45731,9.306,,-1.458577854,9.300349024,,,
-1.46106,9.302,,-1.458609625,9.300370157,,,
-1.46356,9.29815,,-1.45867299,9.300341739,,,
-1.46518,9.29507,,-1.45875628,9.30027426,,,
-1.46784,9.29412,,-1.458872551,9.300195486,,,
-1.46945,9.29626,,-1.459007943,9.300145112,,,
-1.46863,9.29678,,-1.459131105,9.300102038,,,
-1.46954,9.29638,,-1.459264339,9.300054396,,,
-1.47138,9.29553,,-1.459419419,9.299996484,,,
-1.47214,9.29373,,-1.459582243,9.299916273,,,
-1.47315,9.29333,,-1.45975591,9.299831969,,,
-1.4754,9.29498,,-1.459956154,9.299769863,,,
-1.47675,9.29553,,-1.460171116,9.299715593,,,
-1.47623,9.29571,,-1.460376669,9.299664322,,,
-1.47559,9.29602,,-1.4605714,9.299617674,,,
-1.47391,9.29608,,-1.460742134,9.299572392,,,
-1.46927,9.29708,,-1.460851291,9.299540489,,,
-1.46436,9.29696,,-1.460896202,9.299507459,,,
-1.46143,9.29602,,-1.460903035,9.29946282,,,
-1.45856,9.29473,,-1.460873044,9.29940224,,,
-1.4563,9.29361,,-1.460814509,9.299328099,,,
-1.4566,9.29428,,-1.460760563,9.299263483,,,
-1.45841,9.29806,,-1.460730476,9.299248079,,,
-1.45865,9.29989,,-1.460703846,9.299256295,,,
-1.45862,9.29965,,-1.460677173,9.299261335,,,
-1.45926,9.29962,,-1.460659033,9.299265926,,,
-1.45789,9.29919,,-1.460623589,9.299264954,,,
-1.45508,9.29998,,-1.460552631,9.299274106,,,
-1.45319,9.30261,,-1.46045839,9.299316806,,,
-1.45178,9.30343,,-1.460347306,9.299369455,,,
-1.45059,9.30279,,-1.460222413,9.299413238,,,
-1.45096,9.30166,,-1.460103854,9.299441996,,,
-1.4538,9.30035,,-1.460023165,9.299453619,,,
-1.4563,9.29998,,-1.459975508,9.299460356,,,
-1.45798,9.29782,,-1.459949966,9.29943936,,,
-1.46124,9.2944,,-1.459966478,9.299374856,,,
-1.46298,9.29116,,-1.460005051,9.299269706,,,
-1.46259,9.28866,,-1.460038139,9.299133902,,,
-1.46198,9.28811,,-1.460062994,9.298992796,,,
-1.46191,9.29074,,-1.460086636,9.29888716,,,
-1.45987,9.29318,,-1.460083863,9.298814108,,,
-1.45685,9.29367,,-1.46004247,9.298748264,,,
-1.45493,9.29431,,-1.45997703,9.298691454,,,
-1.453,9.29467,,-1.459887724,9.298639979,,,
-1.44995,9.29531,,-1.459760521,9.298597355,,,
-1.44965,9.29586,,-1.459631106,9.298562317,,,
-1.45065,9.29443,,-1.459516148,9.298509424,,,
-1.45206,9.29156,,-1.45942071,9.298420471,,,
-1.45371,9.28985,,-1.459347613,9.298310769,,,
-1.45746,9.29046,,-1.459323451,9.298210279,,,
-1.46094,9.29339,,-1.459344143,9.29814858,,,
-1.4621,9.29608,,-1.459379418,9.298122102,,,
-1.46356,9.29739,,-1.459432929,9.298112731,,,
-1.46411,9.2991,,-1.459492796,9.298125368,,,
-1.46179,9.29949,,-1.4595222,9.298142835,,,
-1.45898,9.29962,,-1.45951526,9.298161743,,,
-1.45749,9.30224,,-1.459489337,9.298213945,,,
-1.4559,9.30264,,-1.459443393,9.298270598,,,
-1.45429,9.30209,,-1.45937743,9.298319486,,,
-1.45471,9.30297,,-1.459317687,9.298379013,,,
-1.45679,9.30572,,-1.459285332,9.298472978,,,
-1.45804,9.30972,,-1.459269392,9.29861694,,,
-1.46021,9.31362,,-1.459281432,9.298808979,,,
-1.46451,9.31463,,-1.459348357,9.299011488,,,
-1.46787,9.31304,,-1.459457434,9.299191053,,,
-1.46985,9.31063,,-1.459590459,9.299337471,,,
-1.47327,9.30807,,-1.459765557,9.299449248,,,
-1.47681,9.3081,,-1.459983726,9.299559977,,,
-1.47702,9.30737,,-1.460201791,9.299659946,,,
-1.47745,9.30648,,-1.460422568,9.299747242,,,
-1.4769,9.30682,,-1.460633479,9.299837774,,,
-1.47479,9.30636,,-1.460814682,9.299921258,,,
-1.47125,9.30639,,-1.460948254,9.300004058,,,
-1.46921,9.30743,,-1.461054005,9.30009911,,,
-1.46756,9.30532,,-1.461137281,9.300165937,,,
-1.46484,9.30108,,-1.461184676,9.300177637,,,
-1.46274,9.29724,,-1.461204584,9.300140036,,,
-1.46182,9.29534,,-1.461212462,9.300078595,,,
-1.45981,9.29534,,-1.46119451,9.300017941,,,
-1.45706,9.29736,,-1.461141588,9.29998392,,,
-1.45667,9.29895,,-1.461084352,9.299970685,,,
-1.4567,9.30017,,-1.461028232,9.299973237,,,
-1.45654,9.3012,,-1.460970783,9.299988939,,,
-1.45898,9.30221,,-1.460945301,9.300017369,,,
-1.46344,9.30423,,-1.460977233,9.30007129,,,
-1.46726,9.30313,,-1.461057653,9.300110442,,,
-1.46954,9.29974,,-1.461166227,9.3001057,,,
-1.47266,9.29605,,-1.461313347,9.300053787,,,
-1.47379,9.29248,,-1.461473048,9.299956843,,,
-1.47162,9.29068,,-1.461602929,9.299838099,,,
-1.47046,9.29199,,-1.4617163,9.299737644,,,
-1.46881,9.29278,,-1.461807099,9.299648586,,,
-1.4657,9.29266,,-1.461856928,9.299559132,,,
-1.46265,9.29339,,-1.461867079,9.299480167,,,
-1.46112,9.2948,,-1.461857517,9.299420261,,,
-1.4595,9.29708,,-1.461827341,9.299390305,,,
-1.45636,9.29721,,-1.461757359,9.299362398,,,
-1.45487,9.29467,,-1.4616692,9.299302335,,,
-1.45364,9.2901,,-1.461566427,9.299184545,,,
-1.4512,9.28427,,-1.461433736,9.298993639,,,
-1.44885,9.28018,,-1.461272665,9.298752824,,,
-1.44827,9.27969,,-1.46110623,9.29850882,,,
-1.44775,9.2796,,-1.460935271,9.298266787,,,
-1.44708,9.28018,,-1.460757923,9.298035276,,,
-1.44891,9.28396,,-1.46060627,9.297855113,,,
-1.45154,9.28863,,-1.460490222,9.297737031,,,
-1.45252,9.29357,,-1.460388203,9.297683693,,,
-1.45337,9.2991,,-1.46029837,9.297701822,,,
-1.45499,9.3012,,-1.460230423,9.297746599,,,
-1.45557,9.29974,,-1.460170769,9.297772114,,,
-1.4549,9.29748,,-1.460103303,9.297768375,,,
-1.45581,9.29583,,-1.460048349,9.297743564,,,
-1.4566,9.29693,,-1.46000421,9.29773315,,,
-1.45648,9.29888,,-1.4599591,9.29774783,,,
-1.45645,9.30108,,-1.459914184,9.297790482,,,
-1.45834,9.30398,,-1.459894034,9.297869708,,,
-1.45929,9.3056,,-1.459886303,9.297968655,,,
-1.45883,9.30715,,-1.459872782,9.298086177,,,
-1.46008,9.30911,,-1.459875434,9.298227282,,,
-1.46063,9.30743,,-1.459885093,9.298345076,,,
-1.45953,9.30227,,-1.459880548,9.298395315,,,
-1.45895,9.29733,,-1.459868637,9.298381679,,,
-1.45929,9.2926,,-1.45986123,9.298307674,,,
-1.45786,9.2904,,-1.459835614,9.298206456,,,
-1.45499,9.29202,,-1.45977359,9.298127269,,,
-1.45297,9.29397,,-1.459686504,9.298074056,,,
-1.45136,9.29602,,-1.459579925,9.298047764,,,
-1.44843,9.29913,,-1.459437206,9.298061617,,,
-1.44812,9.30337,,-1.459292346,9.298129564,,,
-1.44998,9.30853,,-1.459173148,9.29826269,,,
-1.45236,9.31271,,-1.45908594,9.298447615,,,
-1.45563,9.31463,,-1.459041704,9.29865475,,,
-1.46179,9.31619,,-1.459076882,9.298879201,,,
-1.46835,9.31588,,-1.459195578,9.299096811,,,
-1.47315,9.31472,,-1.459374194,9.299296788,,,
-1.47824,9.31405,,-1.459615677,9.299485629,,,
-1.48264,9.30993,,-1.459910388,9.299619317,,,
-1.48346,9.30294,,-1.460211823,9.299661822,,,
-1.48218,9.29705,,-1.460493016,9.29962839,,,
-1.48053,9.29217,,-1.460749489,9.299532923,,,
-1.47653,9.28988,,-1.46095148,9.299409366,,,
-1.46973,9.29095,,-1.461063845,9.299301086,,,
-1.46408,9.29168,,-1.461102451,9.299203536,,,
,9.29241,,,9.299116579,,,
,9.29315,,,9.299040206,,,
,9.2937,,,9.298971852,,,
,9.29434,,,9.298912564,,,
,9.29171,,,9.298820371,,,
,9.28683,,,9.298666894,,,
,9.28271,,,9.298462646,,,
,9.27932,,,9.29821762,,,
,9.27963,,,9.297979699,,,
,9.28411,,,9.297802167,,,
,9.28881,,,9.297687067,,,
,9.29275,,,9.297623872,,,
,9.29779,,,9.297625999,,,
,9.30227,,,9.297685442,,,
,9.30651,,,9.297798396,,,
,9.30984,,,9.297952529,,,
,9.31054,,,9.298113649,,,
,9.30905,,,9.298253634,,,
,9.30633,,,9.298357011,,,
,9.30404,,,9.298429754,,,
,9.3048,,,9.298511293,,,
,9.30538,,,9.298599212,,,
,9.30499,,,9.298681014,,,
,9.30651,,,9.298781225,,,
,9.30767,,,9.298895002,,,
,9.30944,,,9.299029978,,,
,9.31246,,,9.299201882,,,
,9.31295,,,9.299377858,,,
,9.31066,,,9.299522269,,,
,9.30822,,,9.2996336,,,
,9.30535,,,9.29970677,,,
,9.30279,,,9.299746235,,,
,9.30065,,,9.299757804,,,
,9.29736,,,9.299727112,,,
,9.29415,,,9.299655725,,,
,9.29171,,,9.299554019,,,
,9.29187,,,9.299455664,,,
,9.29538,,,9.299403495,,,
,9.29739,,,9.299377723,,,
,9.29809,,,9.29936124,,,
,9.29919,,,9.299359048,,,
,9.29989,,,9.299365844,,,
,9.30069,,,9.299382793,,,
,9.30282,,,9.29942679,,,
,9.30328,,,9.299476111,,,
,9.30255,,,9.299515457,,,
,9.30291,,,9.299558907,,,
,9.30441,,,9.299621001,,,
,9.30648,,,9.299708796,,,
,9.30685,,,9.299800203,,,
,9.30529,,,9.299870473,,,
,9.302,,,9.299897731,,,
,9.29769,,,9.299869472,,,
,9.29443,,,9.299799846,,,
,9.29412,,,9.299727144,,,
,9.29287,,,9.299639373,,,
,9.29074,,,9.299525461,,,
,9.2911,,,9.299417615,,,
,9.29238,,,9.299327534,,,
,9.29516,,,9.299274189,,,
,9.29885,,,9.29926876,,,
,9.30053,,,9.299284903,,,
,9.29949,,,9.299287529,,,
,9.29754,,,9.29926516,,,
,9.29577,,,9.299220422,,,
,9.29498,,,9.299166145,,,
,9.2944,,,9.299105138,,,
,9.2922,,,9.299016752,,,
,9.29089,,,9.29891273,,,
,9.2901,,,9.298799927,,,
,9.29077,,,9.298697144,,,
,9.29443,,,9.298642525,,,
,9.29623,,,9.298611644,,,
,9.2962,,,9.298580775,,,
,9.29614,,,9.298549533,,,
,9.29565,,,9.298512419,,,
,9.29531,,,9.298471428,,,
,9.29455,,,9.298421234,,,
,9.29174,,,9.298335714,,,
